frame,x,y,area_px,area_Mm2,intensity,bbox
14,51.666666666666664,1054.6666666666667,3.0,0.1179123796618764,1287.1112060546875,"(np.int64(1054), np.int64(51), np.int64(1056), np.int64(53))"
14,534.1666666666666,1423.1666666666667,6.0,0.2358247593237528,1341.0118408203125,"(np.int64(1422), np.int64(533), np.int64(1425), np.int64(536))"
14,1131.6666666666667,1703.6666666666667,3.0,0.1179123796618764,1306.3909912109375,"(np.int64(1703), np.int64(1131), np.int64(1705), np.int64(1133))"
15,539.4,59.56666666666666,16.0,0.6288654099612419,1353.7705078125,"(np.int64(58), np.int64(533), np.int64(62), np.int64(544))"
15,1729.107142857143,119.78571428571428,9.0,0.3537367931031985,1317.677490234375,"(np.int64(118), np.int64(1728), np.int64(122), np.int64(1732))"
15,486.5,268.0,2.0,0.07860817624515523,1134.66455078125,"(np.int64(268), np.int64(486), np.int64(269), np.int64(488))"
15,1527.2,269.6,5.0,0.1965204406128881,1315.766357421875,"(np.int64(268), np.int64(1526), np.int64(272), np.int64(1529))"
15,1702.0,319.0,3.0,0.11791226436773285,1168.356201171875,"(np.int64(319), np.int64(1701), np.int64(320), np.int64(1704))"
15,1264.9,685.5,6.0,0.23582452873546572,1185.6798095703125,"(np.int64(684), np.int64(1259), np.int64(687), np.int64(1273))"
15,1234.5,836.0,4.0,0.15721635249031046,1296.555908203125,"(np.int64(835), np.int64(1234), np.int64(838), np.int64(1236))"
15,1631.5555555555557,860.1111111111111,9.0,0.35373679310319855,1315.496826171875,"(np.int64(859), np.int64(1630), np.int64(862), np.int64(1634))"
