event_id,n_detections,frame_start,frame_end,lifetime_frames,lifetime_seconds,x_centroid,y_centroid,x_std,y_std,bbox_x1,bbox_y1,bbox_x2,bbox_y2,bbox_width_px,bbox_height_px,peak_intensity,mean_intensity,total_area_Mm2,mean_area_Mm2,total_area_km2,mean_area_km2,original_cluster_id
1,1,0,0,1,10.0,463.0,13.0,0.0,0.0,463.0,13.0,463.0,13.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,1
2,1,0,0,1,10.0,904.0,44.0,0.0,0.0,904.0,44.0,904.0,44.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,3
51,15,0,4,5,50.0,1847.15,1153.2666666666667,9.441839510038992,4.442659363739495,1832.0,1148.5,1860.0,1165.0,29.0,17.5,802.15380859375,775.41142578125,0.37093490996298917,0.02472899399753261,370934.90996298916,24728.99399753261,68
52,7,0,5,6,60.0,1813.7142857142858,1161.4761904761904,2.913725436338734,2.866650846341412,1808.0,1157.0,1817.0,1167.0,10.0,11.0,768.806640625,768.7204241071429,0.11128059364911798,0.01589722766415971,111280.59364911797,15897.22766415971,69
53,1,0,0,1,10.0,1935.0,1163.0,0.0,0.0,1935.0,1163.0,1935.0,1163.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,70
54,1,0,0,1,10.0,1948.0,1178.0,0.0,0.0,1948.0,1178.0,1948.0,1178.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,71
55,1,0,0,1,10.0,1656.0,1205.0,0.0,0.0,1656.0,1205.0,1656.0,1205.0,1.0,1.0,1095.06689453125,1095.06689453125,0.03709312904793873,0.03709312904793873,37093.12904793873,37093.12904793873,72
56,1,0,0,1,10.0,1965.0,1215.0,0.0,0.0,1965.0,1215.0,1965.0,1215.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,73
89,5,0,2,3,30.0,64.7,1927.1,2.891366458960192,2.8530685235374214,61.0,1924.5,69.0,1931.5,9.0,8.0,768.806640625,768.723046875,0.1236444022106597,0.02472888044213194,123644.4022106597,24728.88044213194,115
90,17,0,14,15,150.0,1163.4012466205963,1931.769839362564,2.0409456004569035,4.8078951103334235,1158.888888888889,1927.7,1166.0,1943.5,8.111111111111086,16.799999999999955,2912.04931640625,1460.2888973460479,2.62131805095142,0.1541951794677306,2621318.05095142,154195.1794677306,116
91,77,0,20,21,210.0,874.7444753659038,1950.3486523397237,15.77332426176718,5.597045593736561,840.0,1940.0,898.0,1965.0,59.0,26.0,1017.615234375,784.5977069805194,3.6477038894234557,0.0473727777847202,3647703.8894234556,47372.7777847202,117
92,1,0,0,1,10.0,266.0,1946.0,0.0,0.0,266.0,1946.0,266.0,1946.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,118
93,6,0,4,5,50.0,635.1850649350649,1950.3030303030303,0.7772680257500371,2.0143539091376335,634.0,1948.5,636.1818181818181,1954.0,3.18181818181813,6.5,836.271240234375,796.6916910807291,0.4698536822474007,0.07830894704123345,469853.6822474007,78308.94704123345,119
94,1,0,0,1,10.0,838.0,1954.0,0.0,0.0,838.0,1954.0,838.0,1954.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,120
95,1,0,0,1,10.0,265.0,1965.0,0.0,0.0,265.0,1965.0,265.0,1965.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,122
96,1,0,0,1,10.0,136.0,1967.0,0.0,0.0,136.0,1967.0,136.0,1967.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,123
97,21,0,7,8,80.0,600.0337301587302,1967.1201814058957,9.152637343693625,4.077553813575786,585.0,1956.0,618.0,1974.0,34.0,19.0,802.1728515625,773.5015578497024,0.7295134636149222,0.03473873636261534,729513.4636149222,34738.73636261534,124
98,1,0,0,1,10.0,786.0,2001.125,0.0,0.0,786.0,2001.125,786.0,2001.125,1.0,1.0,802.12890625,802.12890625,0.09891501079450328,0.09891501079450328,98915.01079450328,98915.01079450328,125
99,1,0,0,1,10.0,960.0,1999.0,0.0,0.0,960.0,1999.0,960.0,1999.0,1.0,1.0,768.7412109375,768.7412109375,0.01236437634931291,0.01236437634931291,12364.37634931291,12364.37634931291,126
100,4,0,2,3,30.0,352.0,2011.25,1.8708286933869707,2.0463381929681126,350.0,2008.0,355.0,2013.0,6.0,6.0,768.806640625,768.75439453125,0.0494578602439782,0.01236446506099455,49457.8602439782,12364.46506099455,127
101,1,0,0,1,10.0,750.0,2044.0,0.0,0.0,750.0,2044.0,750.0,2044.0,1.0,1.0,836.3115234375,836.3115234375,0.02472875269862582,0.02472875269862582,24728.75269862582,24728.75269862582,128
62,2,0,0,1,10.0,1910.0,1307.125,5.0,2.125,1905.0,1305.0,1915.0,1309.25,11.0,5.25,836.3115234375,802.5263671875,0.06182188174656455,0.030910940873282274,61821.88174656455,30910.940873282274,81
64,15,0,8,9,90.0,704.8184615384615,1330.767905982906,1.901109910310408,4.836513703848015,702.0,1319.0,709.0,1338.0,8.0,20.0,802.20166015625,775.387548828125,0.8284328038482944,0.055228853589886294,828432.8038482944,55228.8535898863,84
63,4,0,3,4,40.0,560.9049107142857,1308.4901785714287,0.5601757180923719,0.8325542169940944,560.0625,1307.375,561.5714285714286,1309.3,2.508928571428555,2.9249999999999545,1388.73828125,1221.4777221679688,0.5811304433845468,0.1452826108461367,581130.4433845468,145282.6108461367,82
61,57,0,19,20,200.0,731.8411777967184,1309.124171134864,6.117348706618382,10.568601309411527,719.0,1289.0,749.1055555555555,1337.1666666666667,31.105555555555497,49.16666666666674,1525.369873046875,877.6702345463268,8.741886561440909,0.1533664309024721,8741886.56144091,153366.4309024721,80
59,1,0,0,1,10.0,1729.0,1247.6666666666667,0.0,0.0,1729.0,1247.6666666666667,1729.0,1247.6666666666667,1.0,1.0,906.66455078125,906.66455078125,0.03709312904793873,0.03709312904793873,37093.12904793873,37093.12904793873,76
