frame,x,y,area_px,area_km2,intensity,bbox,cluster_id,occurrences
0,148.8511111111111,234.77188405797102,74.0,914963.8498491555,802.12890625,"(np.int64(222), np.int64(140), np.int64(247), np.int64(154))",5,103
0,763.5,539.625,8.0,98915.0107945033,1135.0126953125,"(np.int64(539), np.int64(761), np.int64(541), np.int64(767))",8,31
0,1041.2307692307693,981.6153846153846,13.0,160736.89254106785,1388.79931640625,"(np.int64(979), np.int64(1040), np.int64(985), np.int64(1043))",14,4
0,2011.7142857142858,1076.142857142857,7.0,86550.63444519039,768.7412109375,"(np.int64(1075), np.int64(2010), np.int64(1078), np.int64(2014))",15,31
0,640.5,1131.0,2.0,24728.752698625824,735.94970703125,"(np.int64(1131), np.int64(640), np.int64(1132), np.int64(642))",16,13
0,976.0,1148.0,1.0,12364.376349312912,735.94970703125,"(np.int64(1148), np.int64(976), np.int64(1149), np.int64(977))",17,7
0,1655.75,1204.75,4.0,49457.50539725165,1095.06689453125,"(np.int64(1204), np.int64(1655), np.int64(1206), np.int64(1658))",18,18
0,1478.0,1359.0,1.0,12364.376349312912,735.94970703125,"(np.int64(1359), np.int64(1478), np.int64(1360), np.int64(1479))",23,8
0,192.0,1408.0,1.0,12364.376349312912,735.94970703125,"(np.int64(1408), np.int64(192), np.int64(1409), np.int64(193))",24,112
1,149.41563786008228,230.87037037037035,85.0,1050971.9896915976,943.01318359375,"(np.int64(215), np.int64(141), np.int64(247), np.int64(154))",5,103
1,764.875,542.0,5.0,61821.881746564555,906.60791015625,"(np.int64(539), np.int64(763), np.int64(545), np.int64(769))",8,31
1,1040.923076923077,980.3076923076923,13.0,160736.89254106785,1134.87646484375,"(np.int64(978), np.int64(1040), np.int64(983), np.int64(1043))",14,4
1,2008.25,1073.375,5.0,61821.881746564555,802.1162109375,"(np.int64(1072), np.int64(2006), np.int64(1076), np.int64(2013))",15,31
1,1654.0,1203.0,1.0,12364.376349312912,735.9970703125,"(np.int64(1203), np.int64(1654), np.int64(1204), np.int64(1655))",18,18
1,1494.0,1846.0,1.0,12364.376349312912,768.6630859375,"(np.int64(1846), np.int64(1494), np.int64(1847), np.int64(1495))",37,2
1,13.0,1937.0,1.0,12364.376349312912,735.9970703125,"(np.int64(1937), np.int64(13), np.int64(1938), np.int64(14))",38,7
2,147.344578313253,231.7265060240964,92.0,1137522.624136788,942.97412109375,"(np.int64(224), np.int64(137), np.int64(241), np.int64(155))",5,103
2,761.2904761904762,540.65,23.0,284380.65603419696,1258.765625,"(np.int64(539), np.int64(757), np.int64(545), np.int64(767))",8,31
2,1040.4,981.2,5.0,61821.881746564555,802.15380859375,"(np.int64(980), np.int64(1040), np.int64(983), np.int64(1042))",14,4
2,2010.5,1074.6666666666667,6.0,74186.25809587748,768.806640625,"(np.int64(1073), np.int64(2008), np.int64(1077), np.int64(2014))",15,31
2,1653.6666666666667,1203.6666666666667,3.0,37093.12904793874,871.05712890625,"(np.int64(1203), np.int64(1653), np.int64(1205), np.int64(1655))",18,18
3,157.33333333333334,169.83333333333334,5.0,61821.88174656456,735.957275390625,"(np.int64(150), np.int64(146), np.int64(189), np.int64(168))",5,103
3,151.72764227642278,233.89756097560976,95.0,1174615.7531847267,942.928955078125,"(np.int64(224), np.int64(143), np.int64(245), np.int64(156))",5,103
3,763.125,541.0,24.0,296745.0323835099,2247.09228515625,"(np.int64(539), np.int64(757), np.int64(544), np.int64(770))",8,31
3,1856.0,728.0,1.0,12364.376349312912,735.957275390625,"(np.int64(728), np.int64(1856), np.int64(729), np.int64(1857))",40,6
3,2009.0,1071.0,1.0,12364.376349312912,735.957275390625,"(np.int64(1071), np.int64(2009), np.int64(1072), np.int64(2010))",15,31
3,914.6666666666666,1116.3333333333333,3.0,37093.12904793874,1056.000244140625,"(np.int64(1116), np.int64(914), np.int64(1118), np.int64(916))",42,111
3,1653.75,1203.25,3.0,37093.12904793874,768.67333984375,"(np.int64(1202), np.int64(1652), np.int64(1206), np.int64(1657))",18,18
4,151.45238095238096,233.22751322751324,70.0,865506.3444519038,942.980224609375,"(np.int64(221), np.int64(144), np.int64(243), np.int64(160))",5,103
4,760.7777777777778,539.2037037037037,28.0,346202.5377807615,2419.9619140625,"(np.int64(537), np.int64(757), np.int64(544), np.int64(771))",8,31
4,1043.0,982.0,1.0,12364.376349312912,768.75341796875,"(np.int64(982), np.int64(1043), np.int64(983), np.int64(1044))",14,4
4,1058.3333333333333,1045.6666666666667,3.0,37093.12904793874,768.75341796875,"(np.int64(1045), np.int64(1058), np.int64(1047), np.int64(1060))",44,9
4,2006.0,1060.0,1.0,12364.376349312912,736.029296875,"(np.int64(1060), np.int64(2006), np.int64(1061), np.int64(2007))",15,31
4,2024.0,1086.0,1.0,12364.376349312912,736.029296875,"(np.int64(1086), np.int64(2024), np.int64(1087), np.int64(2025))",15,31
4,916.25,1117.75,3.0,37093.12904793874,871.064697265625,"(np.int64(1117), np.int64(915), np.int64(1120), np.int64(919))",42,111
4,976.0,1150.0,1.0,12364.376349312912,736.029296875,"(np.int64(1150), np.int64(976), np.int64(1151), np.int64(977))",17,7
4,1655.0,1204.25,9.0,111279.38714381622,1017.61181640625,"(np.int64(1202), np.int64(1652), np.int64(1207), np.int64(1659))",18,18
4,1490.5,1369.0,4.0,49457.50539725165,736.029296875,"(np.int64(1368), np.int64(1490), np.int64(1371), np.int64(1492))",23,8
4,139.0,1541.0,1.0,12364.376349312912,736.029296875,"(np.int64(1541), np.int64(139), np.int64(1542), np.int64(140))",45,61
5,146.08979591836734,231.43673469387755,53.0,655311.9465135843,871.09228515625,"(np.int64(221), np.int64(140), np.int64(240), np.int64(156))",5,103
5,760.0370370370371,538.3703703703703,11.0,136008.13984244203,1017.599853515625,"(np.int64(535), np.int64(755), np.int64(543), np.int64(770))",8,31
5,1057.2,1044.4,5.0,61821.881746564555,979.878173828125,"(np.int64(1044), np.int64(1056), np.int64(1046), np.int64(1059))",44,9
5,2023.0,1086.0,1.0,12364.376349312912,736.028076171875,"(np.int64(1086), np.int64(2023), np.int64(1087), np.int64(2024))",15,31
5,917.0,1117.75,3.0,37093.12904793874,871.09228515625,"(np.int64(1116), np.int64(916), np.int64(1120), np.int64(919))",42,111
5,975.8571428571429,1147.2857142857142,7.0,86550.63444519039,1056.028076171875,"(np.int64(1146), np.int64(975), np.int64(1150), np.int64(978))",17,7
